Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTire,NumberOfPitStops,TiresUsed,MadeItToQ2,MadeItToQ3
GAS,Red Bull Racing,71.74000000000001,6,-0.3569999999999993,2019,Monaco,71.45700000000001,8.0,-0.1509999999999962,8.0,5.0,Finished,11.0,3.0,30.0,5.0,87.0,4.0,73.17,1.063999999999993,6.0,71.938,0.8199999999999932,4.0,71.738,0.472999999999999,5.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
RIC,Renault,71.76700000000001,7,-0.3299999999999983,2019,Monaco,71.543,9.0,-0.0649999999999977,6.0,9.0,Finished,2.0,-3.0,8.0,9.0,14.0,13.0,73.41300000000001,1.3070000000000022,11.0,72.888,1.769999999999996,17.0,72.519,1.2540000000000049,12.0,SOFT,1.0,"SOFT, MEDIUM",1,1
GRO,Haas F1 Team,71.837,8,-0.2600000000000051,2019,Monaco,72.027,13.0,0.4189999999999969,13.0,10.0,Finished,1.0,3.0,1.0,10.0,9.0,14.0,73.379,1.272999999999996,10.0,72.39200000000001,1.274000000000001,11.0,72.566,1.301000000000002,13.0,SOFT,1.0,"SOFT, MEDIUM",1,0
NOR,McLaren,71.845,9,-0.2520000000000095,2019,Monaco,71.724,12.0,0.1159999999999996,12.0,11.0,Finished,0.0,1.0,8.0,11.0,26.0,6.0,74.278,2.171999999999997,15.0,72.393,1.2749999999999917,12.0,72.914,1.649000000000001,16.0,MEDIUM,1.0,"MEDIUM, SOFT",1,0
MAG,Haas F1 Team,71.86500000000001,10,-0.2319999999999993,2019,Monaco,71.363,5.0,-0.2450000000000045,5.0,14.0,+1 Lap,0.0,-9.0,8.0,14.0,9.0,10.0,73.232,1.1259999999999906,8.0,72.174,1.0559999999999974,7.0,72.27000000000001,1.0050000000000097,8.0,SOFT,1.0,"SOFT, MEDIUM",1,1
SAI,McLaren,71.872,11,-0.2250000000000085,2019,Monaco,71.608,10.0,0.0,9.0,6.0,Finished,8.0,3.0,18.0,6.0,26.0,11.0,82.741,10.634999999999993,20.0,72.41900000000001,1.301000000000002,13.0,72.86200000000001,1.5970000000000084,15.0,SOFT,1.0,"SOFT, MEDIUM",1,0
GIO,Alfa Romeo Racing,71.976,12,-0.1210000000000093,2019,Monaco,72.185,15.0,0.5769999999999982,18.0,19.0,+2 Laps,0.0,-1.0,0.0,19.0,12.0,17.0,73.437,1.3309999999999889,12.0,72.239,1.1209999999999951,8.0,72.17,0.9050000000000012,6.0,SOFT,1.0,"SOFT, MEDIUM",1,0
RAI,Alfa Romeo Racing,71.99300000000001,13,-0.1039999999999992,2019,Monaco,72.11500000000001,14.0,0.507000000000005,14.0,17.0,+1 Lap,0.0,-3.0,12.0,17.0,12.0,19.0,73.363,1.2569999999999908,9.0,72.342,1.2239999999999895,9.0,72.308,1.0430000000000064,9.0,SOFT,1.0,"SOFT, MEDIUM",1,0
ALB,Toro Rosso,72.007,14,-0.0900000000000034,2019,Monaco,71.429,7.0,-0.179000000000002,10.0,8.0,Finished,4.0,2.0,19.0,8.0,21.0,7.0,73.827,1.7209999999999894,14.0,72.031,0.9129999999999968,5.0,72.33800000000001,1.0730000000000075,10.0,SOFT,1.0,"SOFT, MEDIUM",1,1
HUL,Renault,72.09700000000001,15,0.0,2019,Monaco,71.67,11.0,0.0619999999999976,11.0,13.0,+1 Lap,0.0,-2.0,6.0,13.0,14.0,9.0,73.227,1.1209999999999951,7.0,72.872,1.753999999999991,16.0,72.489,1.2240000000000038,11.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
LEC,Ferrari,72.149,16,0.0519999999999925,2019,Monaco,,,,15.0,20.0,Collision,0.0,-5.0,44.0,20.0,117.0,2.0,72.467,0.36099999999999,4.0,72.35000000000001,1.231999999999999,10.0,71.265,0.0,1.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",0,0
PER,Racing Point,72.233,17,0.1359999999999956,2019,Monaco,,,,16.0,12.0,+1 Lap,0.0,4.0,9.0,12.0,13.0,16.0,74.566,2.4599999999999937,16.0,72.75200000000001,1.6340000000000003,15.0,73.232,1.9669999999999987,17.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
STR,Racing Point,72.846,18,0.7489999999999952,2019,Monaco,,,,17.0,16.0,+1 Lap,0.0,1.0,4.0,16.0,13.0,12.0,76.135,4.028999999999996,19.0,74.558,3.4399999999999977,18.0,73.622,2.3569999999999998,18.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
RUS,Williams,73.477,19,1.3799999999999957,2019,Monaco,,,,19.0,15.0,+1 Lap,0.0,4.0,0.0,15.0,0.0,18.0,75.11500000000001,3.0090000000000003,17.0,75.052,3.9339999999999975,19.0,74.305,3.0400000000000063,20.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
KUB,Williams,73.751,20,1.6539999999999964,2019,Monaco,,,,20.0,18.0,+1 Lap,0.0,2.0,0.0,18.0,0.0,15.0,75.51400000000001,3.4080000000000013,18.0,75.146,4.027999999999992,20.0,74.086,2.820999999999998,19.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
BOT,Mercedes,76.979,1,-1.406000000000006,2019,Spain,75.924,1.0,-1.375,1.0,2.0,Finished,18.0,-1.0,120.0,2.0,255.0,1.0,77.95100000000001,0.0,1.0,77.284,0.0,1.0,77.123,0.5550000000000068,3.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
VER,Red Bull Racing,77.244,2,-1.1410000000000051,2019,Spain,76.726,5.0,-0.5730000000000075,4.0,3.0,Finished,15.0,1.0,66.0,3.0,110.0,6.0,79.84400000000001,1.893000000000001,12.0,78.03500000000001,0.7510000000000048,5.0,77.558,0.9900000000000092,7.0,SOFT,2.0,"SOFT, MEDIUM",1,1
HAM,Mercedes,77.292,3,-1.0930000000000035,2019,Spain,76.03800000000001,2.0,-1.2609999999999957,2.0,1.0,Finished,26.0,1.0,135.0,1.0,255.0,2.0,78.575,0.6239999999999952,4.0,77.333,0.0489999999999923,2.0,76.568,0.0,1.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
LEC,Ferrari,77.388,4,-0.997,2019,Spain,76.714,4.0,-0.585000000000008,5.0,5.0,Finished,10.0,0.0,54.0,5.0,139.0,4.0,78.17200000000001,0.2210000000000036,3.0,77.58500000000001,0.3010000000000019,3.0,77.099,0.5310000000000059,2.0,SOFT,2.0,"SOFT, HARD, MEDIUM",1,1
VET,Ferrari,77.42500000000001,5,-0.9599999999999936,2019,Spain,76.667,3.0,-0.632000000000005,3.0,4.0,Finished,12.0,-1.0,85.0,4.0,139.0,5.0,78.066,0.1149999999999948,2.0,77.673,0.3889999999999958,4.0,77.17200000000001,0.6040000000000134,4.0,SOFT,2.0,"SOFT, MEDIUM",1,1
NOR,McLaren,77.611,6,-0.7740000000000009,2019,Spain,77.33800000000001,11.0,0.0390000000000014,10.0,20.0,Collision,0.0,-10.0,8.0,20.0,30.0,8.0,80.066,2.114999999999995,16.0,79.04100000000001,1.757000000000005,16.0,79.007,2.439000000000007,18.0,SOFT,1.0,"SOFT, MEDIUM",1,0
MAG,Haas F1 Team,77.66900000000001,7,-0.715999999999994,2019,Spain,77.272,9.0,-0.027000000000001,8.0,7.0,Finished,6.0,1.0,14.0,7.0,16.0,10.0,79.18,1.2289999999999992,7.0,78.355,1.070999999999998,8.0,77.53,0.9620000000000032,6.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
SAI,McLaren,77.76,8,-0.625,2019,Spain,77.599,13.0,0.2999999999999971,12.0,8.0,Finished,4.0,4.0,22.0,8.0,30.0,20.0,79.155,1.2039999999999935,6.0,78.658,1.3739999999999952,9.0,78.003,1.4350000000000025,10.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,0
ALB,Toro Rosso,77.796,9,-0.5889999999999986,2019,Spain,77.44500000000001,12.0,0.1460000000000008,11.0,11.0,Finished,0.0,0.0,19.0,11.0,23.0,9.0,80.03,2.078999999999993,15.0,78.77900000000001,1.4950000000000043,12.0,77.864,1.2960000000000065,8.0,SOFT,2.0,"SOFT, MEDIUM",1,0
GAS,Red Bull Racing,77.86200000000001,10,-0.5229999999999961,2019,Spain,76.932,6.0,-0.3670000000000044,6.0,6.0,Finished,8.0,0.0,38.0,6.0,110.0,3.0,79.28500000000001,1.3340000000000032,8.0,78.238,0.9539999999999936,7.0,78.693,2.125,14.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
KVY,Toro Rosso,77.914,11,-0.4710000000000036,2019,Spain,77.24300000000001,8.0,-0.0559999999999973,9.0,9.0,Finished,2.0,0.0,10.0,9.0,23.0,11.0,79.364,1.4129999999999967,9.0,78.72200000000001,1.4380000000000024,10.0,78.105,1.537000000000006,11.0,SOFT,2.0,"SOFT, MEDIUM",1,1
GRO,Haas F1 Team,78.042,12,-0.3430000000000035,2019,Spain,77.066,7.0,-0.2330000000000041,7.0,10.0,Finished,1.0,-3.0,2.0,10.0,16.0,7.0,78.943,0.9919999999999902,5.0,78.153,0.8689999999999998,6.0,77.19200000000001,0.6240000000000094,5.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,1
RAI,Alfa Romeo Racing,78.132,13,-0.2530000000000001,2019,Spain,77.78800000000001,14.0,0.4890000000000043,14.0,14.0,Finished,0.0,0.0,12.0,14.0,12.0,16.0,80.59100000000001,2.640000000000001,18.0,78.727,1.4429999999999978,11.0,77.96900000000001,1.4010000000000105,9.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",1,0
PER,Racing Point,78.286,14,-0.0990000000000037,2019,Spain,77.88600000000001,15.0,0.5870000000000033,15.0,15.0,Finished,0.0,0.0,9.0,15.0,13.0,19.0,80.459,2.507999999999996,17.0,79.44800000000001,2.164000000000001,18.0,78.656,2.088000000000008,13.0,SOFT,2.0,"SOFT, MEDIUM, SOFT",1,0
RIC,Renault,78.385,15,0.0,2019,Spain,77.299,10.0,0.0,13.0,12.0,Finished,0.0,1.0,8.0,12.0,14.0,13.0,79.51100000000001,1.5600000000000025,11.0,78.93400000000001,1.6500000000000057,15.0,78.974,2.406000000000006,17.0,SOFT,2.0,"SOFT, HARD, MEDIUM",0,0
HUL,Renault,78.40400000000001,16,0.0190000000000054,2019,Spain,,,,0.0,13.0,Finished,0.0,-13.0,6.0,13.0,14.0,12.0,79.45,1.4989999999999952,10.0,78.861,1.5769999999999982,14.0,78.35000000000001,1.782000000000011,12.0,MEDIUM,1.0,"MEDIUM, SOFT",0,0
STR,Racing Point,78.471,17,0.0859999999999985,2019,Spain,,,,16.0,19.0,Collision,0.0,-3.0,4.0,19.0,13.0,15.0,79.855,1.9039999999999964,13.0,78.839,1.5549999999999926,13.0,78.73400000000001,2.166000000000011,15.0,MEDIUM,1.0,"MEDIUM, SOFT",0,0
GIO,Alfa Romeo Racing,78.664,18,0.2789999999999963,2019,Spain,,,,18.0,16.0,Finished,0.0,2.0,0.0,16.0,12.0,14.0,80.021,2.069999999999993,14.0,79.427,2.1430000000000007,17.0,78.74000000000001,2.1720000000000117,16.0,SOFT,2.0,"SOFT, HARD, SOFT",0,0
RUS,Williams,79.072,19,0.6869999999999976,2019,Spain,,,,19.0,17.0,+1 Lap,0.0,2.0,0.0,17.0,0.0,18.0,80.99000000000001,3.039000000000001,20.0,80.191,2.9069999999999965,19.0,79.421,2.8530000000000086,19.0,MEDIUM,2.0,"MEDIUM, SOFT, MEDIUM",0,0
KUB,Williams,80.254,20,1.869,2019,Spain,,,,17.0,18.0,+1 Lap,0.0,-1.0,0.0,18.0,0.0,17.0,80.88900000000001,2.9380000000000024,19.0,80.781,3.497,20.0,80.57000000000001,4.0020000000000095,20.0,MEDIUM,2.0,"MEDIUM, SOFT, MEDIUM",0,0
VET,Ferrari,71.2,1,-0.921999999999997,2019,Canada,71.14200000000001,3.0,-0.6439999999999912,1.0,2.0,Finished,18.0,-1.0,103.0,2.0,172.0,3.0,73.905,1.137999999999991,5.0,72.251,0.073999999999998,2.0,70.843,0.0,1.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
LEC,Ferrari,71.214,2,-0.9080000000000013,2019,Canada,71.205,5.0,-0.5810000000000031,3.0,3.0,Finished,15.0,0.0,69.0,3.0,172.0,2.0,73.72,0.9529999999999887,3.0,72.177,0.0,1.0,70.982,0.1389999999999958,2.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
BOT,Mercedes,71.229,3,-0.8930000000000007,2019,Canada,71.095,2.0,-0.6910000000000025,6.0,4.0,Finished,13.0,2.0,133.0,4.0,293.0,1.0,72.914,0.1469999999999913,2.0,72.311,0.1340000000000003,3.0,71.531,0.6880000000000024,4.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",1,1
HAM,Mercedes,71.518,4,-0.6039999999999992,2019,Canada,71.01,1.0,-0.7759999999999962,2.0,1.0,Finished,25.0,1.0,160.0,1.0,293.0,4.0,72.76700000000001,0.0,1.0,72.938,0.7609999999999957,6.0,71.236,0.3930000000000007,3.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
VER,Red Bull Racing,71.619,5,-0.5030000000000001,2019,Canada,71.80000000000001,11.0,0.01400000000001,9.0,5.0,Finished,10.0,4.0,76.0,5.0,124.0,8.0,73.75500000000001,0.9879999999999995,4.0,73.388,1.2109999999999983,13.0,71.842,0.9989999999999952,5.0,HARD,1.0,"HARD, MEDIUM",1,0
HUL,Renault,71.72,6,-0.402000000000001,2019,Canada,71.55300000000001,7.0,-0.2329999999999898,7.0,7.0,+1 Lap,6.0,0.0,12.0,7.0,28.0,6.0,74.474,1.7069999999999936,12.0,73.168,0.9909999999999995,9.0,72.305,1.4620000000000033,11.0,SOFT,1.0,"SOFT, HARD",1,1
SAI,McLaren,71.75,7,-0.3719999999999999,2019,Canada,71.572,8.0,-0.2139999999999986,11.0,11.0,+1 Lap,0.0,0.0,22.0,11.0,30.0,20.0,73.973,1.2059999999999889,7.0,72.55300000000001,0.3760000000000048,4.0,72.399,1.5559999999999974,13.0,SOFT,1.0,"SOFT, HARD",1,1
NOR,McLaren,71.78,8,-0.3419999999999987,2019,Canada,71.735,9.0,-0.0510000000000019,8.0,20.0,Suspension,0.0,-12.0,8.0,20.0,30.0,11.0,74.24600000000001,1.4789999999999992,11.0,73.24900000000001,1.0720000000000027,11.0,72.15400000000001,1.311000000000007,8.0,SOFT,0.0,SOFT,1,1
RIC,Renault,71.837,9,-0.2849999999999966,2019,Canada,71.53200000000001,6.0,-0.2539999999999907,4.0,6.0,+1 Lap,8.0,-2.0,16.0,6.0,28.0,7.0,74.123,1.3559999999999943,8.0,73.016,0.8389999999999986,8.0,72.045,1.2019999999999982,7.0,SOFT,1.0,"SOFT, HARD",1,1
KVY,Toro Rosso,71.965,10,-0.1569999999999964,2019,Canada,71.921,12.0,0.1350000000000051,10.0,10.0,+1 Lap,1.0,0.0,11.0,10.0,24.0,19.0,75.343,2.5759999999999934,18.0,73.521,1.343999999999994,15.0,72.298,1.4549999999999983,10.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
ALB,Toro Rosso,72.02000000000001,11,-0.1019999999999896,2019,Canada,72.193,14.0,0.4069999999999965,13.0,19.0,Collision damage,0.0,-6.0,19.0,19.0,24.0,10.0,74.703,1.9359999999999928,16.0,73.436,1.2590000000000003,14.0,72.423,1.5799999999999983,14.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
GAS,Red Bull Racing,72.02300000000001,12,-0.0989999999999895,2019,Canada,71.196,4.0,-0.5900000000000034,5.0,8.0,+1 Lap,4.0,-3.0,42.0,8.0,124.0,5.0,74.57000000000001,1.8029999999999973,13.0,73.345,1.1679999999999922,12.0,71.914,1.070999999999998,6.0,SOFT,1.0,"SOFT, HARD",1,1
MAG,Haas F1 Team,72.107,13,-0.0150000000000005,2019,Canada,71.786,10.0,0.0,0.0,17.0,+2 Laps,0.0,-17.0,14.0,17.0,16.0,14.0,74.202,1.434999999999988,10.0,72.935,0.7579999999999956,5.0,72.337,1.4939999999999998,12.0,HARD,1.0,"HARD, MEDIUM",1,0
GRO,Haas F1 Team,72.10900000000001,14,-0.012999999999991,2019,Canada,,,,14.0,14.0,+1 Lap,0.0,0.0,2.0,14.0,16.0,17.0,74.64500000000001,1.878,15.0,73.598,1.4209999999999925,17.0,73.197,2.353999999999999,17.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
GIO,Alfa Romeo Racing,72.122,15,0.0,2019,Canada,72.13600000000001,13.0,0.3500000000000085,12.0,13.0,+1 Lap,0.0,-1.0,0.0,13.0,12.0,15.0,74.58200000000001,1.8149999999999975,14.0,74.87,2.692999999999998,18.0,72.62700000000001,1.784000000000006,15.0,HARD,1.0,"HARD, MEDIUM",0,0
PER,Racing Point,72.197,16,0.0750000000000028,2019,Canada,,,,15.0,12.0,+1 Lap,0.0,3.0,9.0,12.0,15.0,9.0,74.17200000000001,1.4050000000000011,9.0,73.003,0.8259999999999934,7.0,72.17500000000001,1.3320000000000078,9.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
RAI,Alfa Romeo Racing,72.23,17,0.108000000000004,2019,Canada,,,,16.0,15.0,+1 Lap,0.0,1.0,12.0,15.0,12.0,13.0,73.94500000000001,1.1779999999999973,6.0,73.542,1.3649999999999949,16.0,72.708,1.8649999999999949,16.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",0,0
STR,Racing Point,72.266,18,0.1440000000000054,2019,Canada,,,,17.0,9.0,+1 Lap,2.0,8.0,6.0,9.0,15.0,12.0,74.812,2.0449999999999875,17.0,73.171,0.9939999999999998,10.0,,,,HARD,1.0,"HARD, MEDIUM",0,0
RUS,Williams,73.617,19,1.4950000000000043,2019,Canada,,,,18.0,16.0,+2 Laps,0.0,2.0,0.0,16.0,0.0,18.0,75.989,3.221999999999994,19.0,75.036,2.8589999999999947,19.0,73.96600000000001,3.1230000000000047,18.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
KUB,Williams,74.393,20,2.271000000000001,2019,Canada,,,,19.0,18.0,+3 Laps,0.0,1.0,0.0,18.0,0.0,16.0,,,,75.287,3.1099999999999994,20.0,74.426,3.5829999999999984,19.0,MEDIUM,2.0,"MEDIUM, HARD",0,0
VER,Red Bull Racing,63.807,1,-0.9710000000000036,2019,Austria,63.835,4.0,-0.6310000000000073,2.0,1.0,Finished,26.0,1.0,102.0,1.0,156.0,7.0,65.26,0.421999999999997,5.0,65.879,0.7930000000000064,9.0,64.446,0.4589999999999961,5.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
HAM,Mercedes,63.818000000000005,2,-0.9600000000000009,2019,Austria,63.803,3.0,-0.6630000000000038,4.0,5.0,Finished,10.0,-1.0,170.0,5.0,318.0,3.0,64.83800000000001,0.0,1.0,65.52900000000001,0.443000000000012,4.0,64.13000000000001,0.1430000000000078,2.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
BOT,Mercedes,64.084,3,-0.6940000000000026,2019,Austria,63.86300000000001,5.0,-0.6030000000000015,3.0,3.0,Finished,15.0,0.0,148.0,3.0,318.0,5.0,64.99900000000001,0.1610000000000013,3.0,65.417,0.331000000000003,2.0,64.221,0.2340000000000017,3.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
LEC,Ferrari,64.138,4,-0.6400000000000006,2019,Austria,63.37800000000001,1.0,-1.088000000000001,1.0,2.0,Finished,18.0,-1.0,87.0,2.0,202.0,4.0,65.141,0.3029999999999972,4.0,65.086,0.0,1.0,63.987,0.0,1.0,SOFT,1.0,"SOFT, HARD",1,1
NOR,McLaren,64.361,5,-0.4170000000000016,2019,Austria,64.211,9.0,-0.2550000000000096,5.0,6.0,+1 Lap,8.0,-1.0,16.0,6.0,42.0,8.0,66.125,1.286999999999992,10.0,65.952,0.8659999999999997,10.0,64.986,0.9990000000000024,6.0,SOFT,1.0,"SOFT, MEDIUM",1,1
GAS,Red Bull Racing,64.412,6,-0.3659999999999996,2019,Austria,63.98800000000001,6.0,-0.4780000000000015,8.0,7.0,+1 Lap,6.0,1.0,48.0,7.0,156.0,1.0,65.378,0.539999999999992,6.0,65.48700000000001,0.4010000000000104,3.0,65.152,1.1649999999999991,7.0,SOFT,1.0,"SOFT, HARD",1,1
VET,Ferrari,64.43,7,-0.347999999999999,2019,Austria,63.667,2.0,-0.7990000000000066,9.0,4.0,Finished,12.0,5.0,115.0,4.0,202.0,2.0,64.982,0.1439999999999912,2.0,65.87100000000001,0.7850000000000108,8.0,64.25,0.2629999999999981,4.0,SOFT,2.0,"SOFT, HARD, SOFT",1,1
GIO,Alfa Romeo Racing,64.45,8,-0.3280000000000029,2019,Austria,64.194,8.0,-0.2720000000000055,7.0,10.0,+1 Lap,1.0,-3.0,1.0,10.0,15.0,9.0,66.708,1.8699999999999903,16.0,66.119,1.0330000000000013,14.0,65.336,1.3489999999999966,9.0,SOFT,1.0,"SOFT, HARD",1,1
SAI,McLaren,64.453,9,-0.3250000000000028,2019,Austria,73.601,15.0,9.134999999999993,19.0,8.0,+1 Lap,4.0,11.0,26.0,8.0,42.0,6.0,65.50200000000001,0.6640000000000015,7.0,65.545,0.4590000000000032,5.0,65.21900000000001,1.2320000000000064,8.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
GRO,Haas F1 Team,64.552,10,-0.2259999999999991,2019,Austria,64.49000000000001,11.0,0.0240000000000009,11.0,16.0,+1 Lap,0.0,-5.0,2.0,16.0,16.0,19.0,66.135,1.296999999999997,11.0,65.70100000000001,0.6150000000000091,6.0,65.62,1.633000000000003,15.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
RAI,Alfa Romeo Racing,64.61500000000001,11,-0.1629999999999967,2019,Austria,64.056,7.0,-0.4100000000000108,6.0,9.0,+1 Lap,2.0,-3.0,14.0,9.0,15.0,10.0,66.729,1.8909999999999911,17.0,65.72800000000001,0.6420000000000101,7.0,65.51400000000001,1.527000000000008,12.0,SOFT,1.0,"SOFT, HARD",1,1
RIC,Renault,64.647,12,-0.1310000000000002,2019,Austria,64.79,14.0,0.323999999999998,12.0,12.0,+1 Lap,0.0,0.0,16.0,12.0,28.0,13.0,65.846,1.0079999999999956,8.0,66.418,1.3320000000000078,17.0,65.878,1.8909999999999985,17.0,MEDIUM,1.0,"MEDIUM, SOFT",1,0
ALB,Toro Rosso,64.708,13,-0.0700000000000073,2019,Austria,64.665,13.0,0.198999999999998,18.0,15.0,+1 Lap,0.0,3.0,19.0,15.0,24.0,17.0,66.28500000000001,1.4470000000000027,13.0,66.06400000000001,0.9780000000000086,13.0,65.48100000000001,1.4940000000000069,11.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
HUL,Renault,64.733,14,-0.0450000000000017,2019,Austria,64.516,12.0,0.0499999999999971,15.0,13.0,+1 Lap,0.0,2.0,12.0,13.0,28.0,12.0,66.38300000000001,1.5450000000000017,14.0,66.24900000000001,1.163000000000011,16.0,65.51400000000001,1.527000000000008,12.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
MAG,Haas F1 Team,64.778,15,0.0,2019,Austria,64.46600000000001,10.0,0.0,10.0,19.0,+2 Laps,0.0,-9.0,14.0,19.0,16.0,16.0,65.876,1.0379999999999967,9.0,65.96000000000001,0.8740000000000094,11.0,66.01700000000001,2.030000000000008,18.0,SOFT,3.0,"SOFT, HARD, SOFT",0,0
PER,Racing Point,64.789,16,0.0109999999999956,2019,Austria,,,,13.0,11.0,+1 Lap,0.0,2.0,9.0,11.0,15.0,14.0,66.45700000000001,1.6189999999999998,15.0,65.964,0.8780000000000001,12.0,65.52300000000001,1.5360000000000085,14.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
STR,Racing Point,64.83200000000001,17,0.054000000000002,2019,Austria,,,,14.0,14.0,+1 Lap,0.0,0.0,6.0,14.0,15.0,11.0,66.756,1.917999999999992,18.0,66.82900000000001,1.7430000000000092,18.0,65.65,1.6630000000000038,16.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
KVY,Toro Rosso,65.324,18,0.5459999999999923,2019,Austria,,,,16.0,17.0,+1 Lap,0.0,-1.0,11.0,17.0,24.0,15.0,66.272,1.4339999999999975,12.0,66.14800000000001,1.0620000000000118,15.0,65.391,1.4040000000000037,10.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
RUS,Williams,65.90400000000001,19,1.1260000000000048,2019,Austria,,,,0.0,18.0,+2 Laps,0.0,-18.0,0.0,18.0,0.0,20.0,66.805,1.9669999999999987,19.0,67.217,2.131,19.0,66.676,2.689,19.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
KUB,Williams,66.206,20,1.4279999999999973,2019,Austria,,,,17.0,20.0,+3 Laps,0.0,-3.0,0.0,20.0,0.0,18.0,67.665,2.826999999999998,20.0,68.50800000000001,3.4220000000000117,20.0,67.48400000000001,3.497000000000007,20.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
HAM,Mercedes,85.513,1,-1.1359999999999957,2019,Great Britain,85.84,3.0,-0.5630000000000024,2.0,1.0,Finished,26.0,1.0,196.0,1.0,362.0,2.0,88.122,0.948999999999998,4.0,86.801,0.0690000000000026,2.0,85.95400000000001,0.0490000000000065,3.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
LEC,Ferrari,85.533,2,-1.1159999999999997,2019,Great Britain,85.546,1.0,-0.8569999999999993,3.0,3.0,Finished,15.0,0.0,102.0,3.0,217.0,16.0,88.253,1.0799999999999983,5.0,86.929,0.1970000000000027,3.0,85.905,0.0,1.0,SOFT,2.0,"SOFT, MEDIUM, HARD",1,1
VER,Red Bull Racing,85.7,3,-0.948999999999998,2019,Great Britain,85.848,4.0,-0.5550000000000068,4.0,5.0,Finished,10.0,-1.0,112.0,5.0,178.0,4.0,88.009,0.8359999999999985,3.0,87.56200000000001,0.8300000000000125,7.0,86.44000000000001,0.5350000000000108,5.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
BOT,Mercedes,85.75,4,-0.8990000000000009,2019,Great Britain,85.67200000000001,2.0,-0.7309999999999945,1.0,2.0,Finished,18.0,-1.0,166.0,2.0,362.0,1.0,87.629,0.456000000000003,2.0,86.732,0.0,1.0,86.456,0.5510000000000019,6.0,MEDIUM,2.0,"MEDIUM, SOFT",1,1
VET,Ferrari,85.89800000000001,5,-0.7509999999999906,2019,Great Britain,86.02300000000001,5.0,-0.3799999999999954,6.0,16.0,+1 Lap,0.0,-10.0,115.0,16.0,217.0,3.0,88.304,1.1310000000000002,6.0,87.18,0.4480000000000075,4.0,85.93100000000001,0.0260000000000104,2.0,SOFT,2.0,"SOFT, HARD, MEDIUM",1,1
NOR,McLaren,86.07900000000001,6,-0.5699999999999932,2019,Great Britain,86.385,8.0,-0.0180000000000006,8.0,11.0,Finished,0.0,-3.0,16.0,11.0,50.0,6.0,89.17,1.997,11.0,87.546,0.8140000000000072,6.0,86.68900000000001,0.784000000000006,7.0,SOFT,2.0,"SOFT, MEDIUM, HARD",1,1
SAI,McLaren,86.203,7,-0.4459999999999979,2019,Great Britain,86.578,13.0,0.1749999999999971,13.0,6.0,Finished,8.0,7.0,34.0,6.0,50.0,11.0,89.162,1.9890000000000043,10.0,87.98700000000001,1.2550000000000097,8.0,87.10600000000001,1.2010000000000076,12.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
